date,trend_score,keyword,region
2025-10-12,62,meditation,salt lake city
2025-10-19,62,meditation,salt lake city
2025-10-26,74,meditation,salt lake city
2025-11-02,72,meditation,salt lake city
2025-11-09,85,meditation,salt lake city
2025-11-16,70,meditation,salt lake city
2025-11-23,60,meditation,salt lake city
2025-11-30,61,meditation,salt lake city
2025-12-07,65,meditation,salt lake city
2024-12-08,69,meditation,austin
2024-12-15,79,meditation,austin
2024-12-22,59,meditation,austin
2024-12-29,73,meditation,austin
2025-01-05,66,meditation,austin
2025-01-12,83,meditation,austin
2025-01-19,92,meditation,austin
2025-01-26,72,meditation,austin
2025-02-02,78,meditation,austin
2025-02-09,61,meditation,austin
2025-02-16,66,meditation,austin
2025-02-23,71,meditation,austin
2025-03-02,64,meditation,austin
2025-03-09,59,meditation,austin
2025-03-16,50,meditation,austin
2025-03-23,66,meditation,austin
2025-03-30,73,meditation,austin
2025-04-06,72,meditation,austin
2025-04-13,65,meditation,austin
2025-04-20,57,meditation,austin
2025-04-27,60,meditation,austin
2025-05-04,58,meditation,austin
2025-05-11,58,meditation,austin
2025-05-18,58,meditation,austin
2025-05-25,70,meditation,austin
2025-06-01,59,meditation,austin
2025-06-08,63,meditation,austin
2025-06-15,66,meditation,austin
2025-06-22,66,meditation,austin
2025-06-29,76,meditation,austin
2025-07-06,69,meditation,austin
2025-07-13,84,meditation,austin
2025-07-20,99,meditation,austin
2025-07-27,100,meditation,austin
2025-08-03,65,meditation,austin
2025-08-10,74,meditation,austin
2025-08-17,59,meditation,austin
2025-08-24,79,meditation,austin
2025-08-31,59,meditation,austin
2025-09-07,55,meditation,austin
2025-09-14,74,meditation,austin
2025-09-21,66,meditation,austin
2025-09-28,80,meditation,austin
2025-10-05,53,meditation,austin
2025-10-12,79,meditation,austin
2025-10-19,67,meditation,austin
2025-10-26,57,meditation,austin
2025-11-02,76,meditation,austin
2025-11-09,61,meditation,austin
2025-11-16,89,meditation,austin
2025-11-23,62,meditation,austin
2025-11-30,61,meditation,austin
2025-12-07,58,meditation,austin
2024-12-08,72,meditation,new jersey
2024-12-15,85,meditation,new jersey
2024-12-22,57,meditation,new jersey
2024-12-29,81,meditation,new jersey
2025-01-05,93,meditation,new jersey
2025-01-12,97,meditation,new jersey
2025-01-19,92,meditation,new jersey
2025-01-26,100,meditation,new jersey
2025-02-02,77,meditation,new jersey
2025-02-09,79,meditation,new jersey
2025-02-16,88,meditation,new jersey
2025-02-23,88,meditation,new jersey
2025-03-02,86,meditation,new jersey
2025-03-09,81,meditation,new jersey
2025-03-16,80,meditation,new jersey
2025-03-23,77,meditation,new jersey
2025-03-30,79,meditation,new jersey
2025-04-06,77,meditation,new jersey
2025-04-13,78,meditation,new jersey
2025-04-20,71,meditation,new jersey
2025-04-27,87,meditation,new jersey
2025-05-04,77,meditation,new jersey
2025-05-11,69,meditation,new jersey
2025-05-18,69,meditation,new jersey
2025-05-25,70,meditation,new jersey
2025-06-01,79,meditation,new jersey
2025-06-08,76,meditation,new jersey
2025-06-15,74,meditation,new jersey
2025-06-22,67,meditation,new jersey
2025-06-29,64,meditation,new jersey
2025-07-06,84,meditation,new jersey
2025-07-13,82,meditation,new jersey
2025-07-20,90,meditation,new jersey
2025-07-27,90,meditation,new jersey
2025-08-03,79,meditation,new jersey
2025-08-10,78,meditation,new jersey
2025-08-17,84,meditation,new jersey
2025-08-24,77,meditation,new jersey
2025-08-31,80,meditation,new jersey
2025-09-07,75,meditation,new jersey
2025-09-14,88,meditation,new jersey
2025-09-21,74,meditation,new jersey
2025-09-28,84,meditation,new jersey
2025-10-05,79,meditation,new jersey
2025-10-12,82,meditation,new jersey
2025-10-19,77,meditation,new jersey
2025-10-26,80,meditation,new jersey
2025-11-02,79,meditation,new jersey
2025-11-09,92,meditation,new jersey
2025-11-16,66,meditation,new jersey
2025-11-23,62,meditation,new jersey
2025-11-30,67,meditation,new jersey
2025-12-07,72,meditation,new jersey
2024-12-08,74,mental health,chicago
2024-12-15,55,mental health,chicago
2024-12-22,34,mental health,chicago
2024-12-29,42,mental health,chicago
2025-01-05,70,mental health,chicago
2025-01-12,73,mental health,chicago
2025-01-19,67,mental health,chicago
2025-01-26,74,mental health,chicago
2025-02-02,76,mental health,chicago
2025-02-09,76,mental health,chicago
2025-02-16,79,mental health,chicago
2025-02-23,77,mental health,chicago
2025-03-02,74,mental health,chicago
2025-03-09,78,mental health,chicago
2025-03-16,75,mental health,chicago
2025-03-23,63,mental health,chicago
2025-03-30,69,mental health,chicago
2025-04-06,72,mental health,chicago
2025-04-13,74,mental health,chicago
2025-04-20,79,mental health,chicago
2025-04-27,94,mental health,chicago
2025-05-04,97,mental health,chicago
2025-05-11,79,mental health,chicago
2025-05-18,75,mental health,chicago
2025-05-25,58,mental health,chicago
2025-06-01,79,mental health,chicago
2025-06-08,70,mental health,chicago
2025-06-15,61,mental health,chicago
2025-06-22,61,mental health,chicago
2025-06-29,58,mental health,chicago
2025-07-06,64,mental health,chicago
2025-07-13,69,mental health,chicago
2025-07-20,75,mental health,chicago
2025-07-27,74,mental health,chicago
2025-08-03,68,mental health,chicago
2025-08-10,64,mental health,chicago
2025-08-17,59,mental health,chicago
2025-08-24,75,mental health,chicago
2025-08-31,64,mental health,chicago
2025-09-07,75,mental health,chicago
2025-09-14,85,mental health,chicago
2025-09-21,85,mental health,chicago
2025-09-28,85,mental health,chicago
2025-10-05,90,mental health,chicago
2025-10-12,78,mental health,chicago
2025-10-19,74,mental health,chicago
2025-10-26,84,mental health,chicago
2025-11-02,100,mental health,chicago
2025-11-09,92,mental health,chicago
2025-11-16,99,mental health,chicago
2025-11-23,69,mental health,chicago
2025-11-30,73,mental health,chicago
2025-12-07,75,mental health,chicago
2024-12-08,80,mental health,salt lake city
2024-12-15,65,mental health,salt lake city
2024-12-22,41,mental health,salt lake city
2024-12-29,46,mental health,salt lake city
2025-01-05,75,mental health,salt lake city
2025-01-12,68,mental health,salt lake city
2025-01-19,69,mental health,salt lake city
2025-01-26,82,mental health,salt lake city
2025-02-02,79,mental health,salt lake city
2025-02-09,80,mental health,salt lake city
2025-02-16,85,mental health,salt lake city
2025-02-23,88,mental health,salt lake city
2025-03-02,84,mental health,salt lake city
2025-03-09,75,mental health,salt lake city
2025-03-16,87,mental health,salt lake city
2025-03-23,83,mental health,salt lake city
2025-03-30,73,mental health,salt lake city
2025-04-06,79,mental health,salt lake city
2025-04-13,68,mental health,salt lake city
2025-04-20,76,mental health,salt lake city
2025-04-27,83,mental health,salt lake city
2025-05-04,75,mental health,salt lake city
2025-05-11,69,mental health,salt lake city
2025-05-18,73,mental health,salt lake city
2025-05-25,67,mental health,salt lake city
2025-06-01,88,mental health,salt lake city
2025-06-08,81,mental health,salt lake city
2025-06-15,75,mental health,salt lake city
2025-06-22,76,mental health,salt lake city
2025-06-29,71,mental health,salt lake city
2025-07-06,73,mental health,salt lake city
2025-07-13,79,mental health,salt lake city
2025-07-20,87,mental health,salt lake city
2025-07-27,81,mental health,salt lake city
2025-08-03,69,mental health,salt lake city
2025-08-10,76,mental health,salt lake city
2025-08-17,63,mental health,salt lake city
2025-08-24,81,mental health,salt lake city
2025-08-31,85,mental health,salt lake city
2025-09-07,84,mental health,salt lake city
2025-09-14,96,mental health,salt lake city
2025-09-21,95,mental health,salt lake city
2025-09-28,94,mental health,salt lake city
2025-10-05,95,mental health,salt lake city
2025-10-12,84,mental health,salt lake city
2025-10-19,86,mental health,salt lake city
2025-10-26,85,mental health,salt lake city
2025-11-02,100,mental health,salt lake city
2025-11-09,94,mental health,salt lake city
2025-11-16,94,mental health,salt lake city
2025-11-23,72,mental health,salt lake city
2025-11-30,79,mental health,salt lake city
2025-12-07,78,mental health,salt lake city
2024-12-08,60,mental health,austin
2024-12-15,46,mental health,austin
2024-12-22,36,mental health,austin
2024-12-29,47,mental health,austin
2025-01-05,55,mental health,austin
2025-01-12,58,mental health,austin
2025-01-19,60,mental health,austin
2025-01-26,63,mental health,austin
2025-02-02,72,mental health,austin
2025-02-09,67,mental health,austin
2025-02-16,68,mental health,austin
2025-02-23,64,mental health,austin
2025-03-02,62,mental health,austin
2025-03-09,59,mental health,austin
2025-03-16,52,mental health,austin
2025-03-23,66,mental health,austin
2025-03-30,64,mental health,austin
2025-04-06,70,mental health,austin
2025-04-13,60,mental health,austin
2025-04-20,69,mental health,austin
2025-04-27,74,mental health,austin
2025-05-04,69,mental health,austin
2025-05-11,62,mental health,austin
2025-05-18,49,mental health,austin
2025-05-25,50,mental health,austin
2025-06-01,75,mental health,austin
2025-06-08,65,mental health,austin
2025-06-15,69,mental health,austin
2025-06-22,62,mental health,austin
2025-06-29,63,mental health,austin
2025-07-06,69,mental health,austin
2025-07-13,64,mental health,austin
2025-07-20,84,mental health,austin
2025-07-27,91,mental health,austin
2025-08-03,61,mental health,austin
2025-08-10,71,mental health,austin
2025-08-17,59,mental health,austin
2025-08-24,63,mental health,austin
2025-08-31,64,mental health,austin
2025-09-07,71,mental health,austin
2025-09-14,82,mental health,austin
2025-09-21,88,mental health,austin
2025-09-28,87,mental health,austin
2025-10-05,93,mental health,austin
2025-10-12,78,mental health,austin
2025-10-19,79,mental health,austin
2025-10-26,78,mental health,austin
2025-11-02,88,mental health,austin
2025-11-09,99,mental health,austin
2025-11-16,100,mental health,austin
2025-11-23,69,mental health,austin
2025-11-30,68,mental health,austin
2025-12-07,66,mental health,austin
2024-12-08,79,mental health,new jersey
2024-12-15,69,mental health,new jersey
2024-12-22,43,mental health,new jersey
2024-12-29,54,mental health,new jersey
2025-01-05,71,mental health,new jersey
2025-01-12,66,mental health,new jersey
2025-01-19,66,mental health,new jersey
2025-01-26,73,mental health,new jersey
2025-02-02,75,mental health,new jersey
2025-02-09,77,mental health,new jersey
2025-02-16,88,mental health,new jersey
2025-02-23,89,mental health,new jersey
2025-03-02,85,mental health,new jersey
2025-03-09,74,mental health,new jersey
2025-03-16,85,mental health,new jersey
2025-03-23,79,mental health,new jersey
2025-03-30,80,mental health,new jersey
2025-04-06,79,mental health,new jersey
2025-04-13,75,mental health,new jersey
2025-04-20,85,mental health,new jersey
2025-04-27,99,mental health,new jersey
2025-05-04,100,mental health,new jersey
2025-05-11,83,mental health,new jersey
2025-05-18,74,mental health,new jersey
2025-05-25,71,mental health,new jersey
2025-06-01,89,mental health,new jersey
2025-06-08,84,mental health,new jersey
2025-06-15,67,mental health,new jersey
2025-06-22,66,mental health,new jersey
2025-06-29,59,mental health,new jersey
2025-07-06,71,mental health,new jersey
2025-07-13,75,mental health,new jersey
2025-07-20,89,mental health,new jersey
2025-07-27,87,mental health,new jersey
2025-08-03,65,mental health,new jersey
2025-08-10,66,mental health,new jersey
2025-08-17,61,mental health,new jersey
2025-08-24,66,mental health,new jersey
2025-08-31,73,mental health,new jersey
2025-09-07,75,mental health,new jersey
2025-09-14,92,mental health,new jersey
2025-09-21,93,mental health,new jersey
2025-09-28,88,mental health,new jersey
2025-10-05,94,mental health,new jersey
2025-10-12,78,mental health,new jersey
2025-10-19,89,mental health,new jersey
2025-10-26,80,mental health,new jersey
2025-11-02,89,mental health,new jersey
2025-11-09,100,mental health,new jersey
2025-11-16,98,mental health,new jersey
2025-11-23,67,mental health,new jersey
2025-11-30,80,mental health,new jersey
2025-12-07,81,mental health,new jersey
2024-12-08,0,breathwork,chicago
2024-12-15,0,breathwork,chicago
2024-12-22,0,breathwork,chicago
2024-12-29,0,breathwork,chicago
2025-01-05,0,breathwork,chicago
2025-01-12,0,breathwork,chicago
2025-01-19,0,breathwork,chicago
2025-01-26,0,breathwork,chicago
2025-02-02,84,breathwork,chicago
2025-02-09,0,breathwork,chicago
2025-02-16,0,breathwork,chicago
2025-02-23,0,breathwork,chicago
2025-03-02,99,breathwork,chicago
2025-03-09,0,breathwork,chicago
2025-03-16,0,breathwork,chicago
2025-03-23,0,breathwork,chicago
2025-03-30,0,breathwork,chicago
2025-04-06,0,breathwork,chicago
2025-04-13,0,breathwork,chicago
2025-04-20,0,breathwork,chicago
2025-04-27,0,breathwork,chicago
2025-05-04,0,breathwork,chicago
2025-05-11,0,breathwork,chicago
2025-05-18,0,breathwork,chicago
2025-05-25,0,breathwork,chicago
2025-06-01,0,breathwork,chicago
2025-06-08,0,breathwork,chicago
2025-06-15,0,breathwork,chicago
2025-06-22,0,breathwork,chicago
2025-06-29,0,breathwork,chicago
2025-07-06,0,breathwork,chicago
2025-07-13,87,breathwork,chicago
2025-07-20,0,breathwork,chicago
2025-07-27,0,breathwork,chicago
2025-08-03,0,breathwork,chicago
2025-08-10,0,breathwork,chicago
2025-08-17,0,breathwork,chicago
2025-08-24,0,breathwork,chicago
2025-08-31,0,breathwork,chicago
2025-09-07,0,breathwork,chicago
2025-09-14,0,breathwork,chicago
2025-09-21,0,breathwork,chicago
2025-09-28,0,breathwork,chicago
2025-10-05,83,breathwork,chicago
2025-10-12,0,breathwork,chicago
2025-10-19,0,breathwork,chicago
2025-10-26,0,breathwork,chicago
2025-11-02,0,breathwork,chicago
2025-11-09,0,breathwork,chicago
2025-11-16,0,breathwork,chicago
2025-11-23,0,breathwork,chicago
2025-11-30,100,breathwork,chicago
2025-12-07,20,breathwork,chicago
2024-12-08,0,breathwork,salt lake city
2024-12-15,0,breathwork,salt lake city
2024-12-22,0,breathwork,salt lake city
2024-12-29,0,breathwork,salt lake city
2025-01-05,0,breathwork,salt lake city
2025-01-12,0,breathwork,salt lake city
2025-01-19,0,breathwork,salt lake city
2025-01-26,0,breathwork,salt lake city
2025-02-02,0,breathwork,salt lake city
2025-02-09,0,breathwork,salt lake city
2025-02-16,0,breathwork,salt lake city
2025-02-23,0,breathwork,salt lake city
2025-03-02,0,breathwork,salt lake city
2025-03-09,0,breathwork,salt lake city
2025-03-16,0,breathwork,salt lake city
2025-03-23,0,breathwork,salt lake city
2025-03-30,0,breathwork,salt lake city
2025-04-06,100,breathwork,salt lake city
2025-04-13,0,breathwork,salt lake city
2025-04-20,0,breathwork,salt lake city
2025-04-27,0,breathwork,salt lake city
2025-05-04,0,breathwork,salt lake city
2025-05-11,0,breathwork,salt lake city
2025-05-18,0,breathwork,salt lake city
2025-05-25,0,breathwork,salt lake city
2025-06-01,0,breathwork,salt lake city
2025-06-08,0,breathwork,salt lake city
2025-06-15,0,breathwork,salt lake city
2025-06-22,0,breathwork,salt lake city
2025-06-29,0,breathwork,salt lake city
2025-07-06,0,breathwork,salt lake city
2025-07-13,0,breathwork,salt lake city
2025-07-20,0,breathwork,salt lake city
2025-07-27,0,breathwork,salt lake city
2025-08-03,0,breathwork,salt lake city
2025-08-10,0,breathwork,salt lake city
2025-08-17,0,breathwork,salt lake city
2025-08-24,0,breathwork,salt lake city
2025-08-31,0,breathwork,salt lake city
2025-09-07,95,breathwork,salt lake city
2025-09-14,0,breathwork,salt lake city
2025-09-21,0,breathwork,salt lake city
2025-09-28,0,breathwork,salt lake city
2025-10-05,0,breathwork,salt lake city
2025-10-12,0,breathwork,salt lake city
2025-10-19,0,breathwork,salt lake city
2025-10-26,0,breathwork,salt lake city
2025-11-02,0,breathwork,salt lake city
2025-11-09,86,breathwork,salt lake city
2025-11-16,0,breathwork,salt lake city
2025-11-23,0,breathwork,salt lake city
2025-11-30,0,breathwork,salt lake city
2025-12-07,32,breathwork,salt lake city
2024-12-08,0,breathwork,austin
2024-12-15,0,breathwork,austin
2024-12-22,0,breathwork,austin
2024-12-29,0,breathwork,austin
2025-01-05,0,breathwork,austin
2025-01-12,0,breathwork,austin
2025-01-19,0,breathwork,austin
2025-01-26,0,breathwork,austin
2025-02-02,0,breathwork,austin
2025-02-09,0,breathwork,austin
2025-02-16,0,breathwork,austin
2025-02-23,0,breathwork,austin
2025-03-02,0,breathwork,austin
2025-03-09,0,breathwork,austin
2025-03-16,0,breathwork,austin
2025-03-23,0,breathwork,austin
2025-03-30,0,breathwork,austin
2025-04-06,0,breathwork,austin
2025-04-13,0,breathwork,austin
2025-04-20,0,breathwork,austin
2025-04-27,0,breathwork,austin
2025-05-04,0,breathwork,austin
2025-05-11,0,breathwork,austin
2025-05-18,0,breathwork,austin
2025-05-25,0,breathwork,austin
2025-06-01,0,breathwork,austin
2025-06-08,0,breathwork,austin
2025-06-15,0,breathwork,austin
2025-06-22,0,breathwork,austin
2025-06-29,0,breathwork,austin
2025-07-06,0,breathwork,austin
2025-07-13,0,breathwork,austin
2025-07-20,0,breathwork,austin
2025-07-27,0,breathwork,austin
2025-08-03,0,breathwork,austin
2025-08-10,0,breathwork,austin
2025-08-17,0,breathwork,austin
2025-08-24,0,breathwork,austin
2025-08-31,0,breathwork,austin
2025-09-07,0,breathwork,austin
2025-09-14,0,breathwork,austin
2025-09-21,0,breathwork,austin
2025-09-28,0,breathwork,austin
2025-10-05,0,breathwork,austin
2025-10-12,0,breathwork,austin
2025-10-19,0,breathwork,austin
2025-10-26,0,breathwork,austin
2025-11-02,0,breathwork,austin
2025-11-09,0,breathwork,austin
2025-11-16,0,breathwork,austin
2025-11-23,0,breathwork,austin
2025-11-30,0,breathwork,austin
2025-12-07,100,breathwork,austin
2024-12-08,0,breathwork,new jersey
2024-12-15,0,breathwork,new jersey
2024-12-22,0,breathwork,new jersey
2024-12-29,0,breathwork,new jersey
2025-01-05,100,breathwork,new jersey
2025-01-12,0,breathwork,new jersey
2025-01-19,0,breathwork,new jersey
2025-01-26,0,breathwork,new jersey
2025-02-02,0,breathwork,new jersey
2025-02-09,0,breathwork,new jersey
2025-02-16,0,breathwork,new jersey
2025-02-23,0,breathwork,new jersey
2025-03-02,0,breathwork,new jersey
2025-03-09,0,breathwork,new jersey
2025-03-16,0,breathwork,new jersey
2025-03-23,85,breathwork,new jersey
2025-03-30,0,breathwork,new jersey
2025-04-06,0,breathwork,new jersey
2025-04-13,0,breathwork,new jersey
2025-04-20,64,breathwork,new jersey
2025-04-27,0,breathwork,new jersey
2025-05-04,0,breathwork,new jersey
2025-05-11,0,breathwork,new jersey
2025-05-18,0,breathwork,new jersey
2025-05-25,61,breathwork,new jersey
2025-06-01,0,breathwork,new jersey
2025-06-08,0,breathwork,new jersey
2025-06-15,0,breathwork,new jersey
2025-06-22,0,breathwork,new jersey
2025-06-29,88,breathwork,new jersey
2025-07-06,0,breathwork,new jersey
2025-07-13,0,breathwork,new jersey
2025-07-20,0,breathwork,new jersey
2025-07-27,0,breathwork,new jersey
2025-08-03,0,breathwork,new jersey
2025-08-10,0,breathwork,new jersey
2025-08-17,0,breathwork,new jersey
2025-08-24,0,breathwork,new jersey
2025-08-31,74,breathwork,new jersey
2025-09-07,0,breathwork,new jersey
2025-09-14,0,breathwork,new jersey
2025-09-21,0,breathwork,new jersey
2025-09-28,0,breathwork,new jersey
2025-10-05,0,breathwork,new jersey
2025-10-12,0,breathwork,new jersey
2025-10-19,0,breathwork,new jersey
2025-10-26,67,breathwork,new jersey
2025-11-02,73,breathwork,new jersey
2025-11-09,0,breathwork,new jersey
2025-11-16,0,breathwork,new jersey
2025-11-23,0,breathwork,new jersey
2025-11-30,0,breathwork,new jersey
2025-12-07,26,breathwork,new jersey
2024-12-08,68,mindfulness,chicago
2024-12-15,49,mindfulness,chicago
2024-12-22,46,mindfulness,chicago
2024-12-29,52,mindfulness,chicago
2025-01-05,58,mindfulness,chicago
2025-01-12,64,mindfulness,chicago
2025-01-19,55,mindfulness,chicago
2025-01-26,73,mindfulness,chicago
2025-02-02,75,mindfulness,chicago
2025-02-09,72,mindfulness,chicago
2025-02-16,78,mindfulness,chicago
2025-02-23,76,mindfulness,chicago
2025-03-02,58,mindfulness,chicago
2025-03-09,62,mindfulness,chicago
2025-03-16,63,mindfulness,chicago
2025-03-23,57,mindfulness,chicago
2025-03-30,61,mindfulness,chicago
2025-04-06,62,mindfulness,chicago
2025-04-13,53,mindfulness,chicago
2025-04-20,55,mindfulness,chicago
2025-04-27,46,mindfulness,chicago
2025-05-04,56,mindfulness,chicago
2025-05-11,48,mindfulness,chicago
2025-05-18,46,mindfulness,chicago
2025-05-25,40,mindfulness,chicago
2025-06-01,55,mindfulness,chicago
2025-06-08,56,mindfulness,chicago
2025-06-15,49,mindfulness,chicago
2025-06-22,48,mindfulness,chicago
2025-06-29,48,mindfulness,chicago
2025-07-06,100,mindfulness,chicago
2025-07-13,62,mindfulness,chicago
2025-07-20,91,mindfulness,chicago
2025-07-27,59,mindfulness,chicago
2025-08-03,61,mindfulness,chicago
2025-08-10,71,mindfulness,chicago
2025-08-17,56,mindfulness,chicago
2025-08-24,58,mindfulness,chicago
2025-08-31,53,mindfulness,chicago
2025-09-07,63,mindfulness,chicago
2025-09-14,61,mindfulness,chicago
2025-09-21,79,mindfulness,chicago
2025-09-28,76,mindfulness,chicago
2025-10-05,77,mindfulness,chicago
2025-10-12,62,mindfulness,chicago
2025-10-19,69,mindfulness,chicago
2025-10-26,69,mindfulness,chicago
2025-11-02,92,mindfulness,chicago
2025-11-09,71,mindfulness,chicago
2025-11-16,70,mindfulness,chicago
2025-11-23,65,mindfulness,chicago
2025-11-30,59,mindfulness,chicago
2025-12-07,59,mindfulness,chicago
2024-12-08,52,mindfulness,salt lake city
2024-12-15,48,mindfulness,salt lake city
2024-12-22,49,mindfulness,salt lake city
2024-12-29,0,mindfulness,salt lake city
2025-01-05,41,mindfulness,salt lake city
2025-01-12,96,mindfulness,salt lake city
2025-01-19,71,mindfulness,salt lake city
2025-01-26,75,mindfulness,salt lake city
2025-02-02,52,mindfulness,salt lake city
2025-02-09,50,mindfulness,salt lake city
2025-02-16,78,mindfulness,salt lake city
2025-02-23,39,mindfulness,salt lake city
2025-03-02,54,mindfulness,salt lake city
2025-03-09,40,mindfulness,salt lake city
2025-03-16,77,mindfulness,salt lake city
2025-03-23,61,mindfulness,salt lake city
2025-03-30,61,mindfulness,salt lake city
2025-04-06,45,mindfulness,salt lake city
2025-04-13,100,mindfulness,salt lake city
2025-04-20,58,mindfulness,salt lake city
2025-04-27,61,mindfulness,salt lake city
2025-05-04,59,mindfulness,salt lake city
2025-05-11,59,mindfulness,salt lake city
2025-05-18,59,mindfulness,salt lake city
2025-05-25,0,mindfulness,salt lake city
2025-06-01,46,mindfulness,salt lake city
2025-06-08,40,mindfulness,salt lake city
2025-06-15,36,mindfulness,salt lake city
2025-06-22,56,mindfulness,salt lake city
2025-06-29,43,mindfulness,salt lake city
2025-07-06,66,mindfulness,salt lake city
2025-07-13,77,mindfulness,salt lake city
2025-07-20,93,mindfulness,salt lake city
2025-07-27,48,mindfulness,salt lake city
2025-08-03,59,mindfulness,salt lake city
2025-08-10,55,mindfulness,salt lake city
2025-08-17,51,mindfulness,salt lake city
2025-08-24,35,mindfulness,salt lake city
2025-08-31,53,mindfulness,salt lake city
2025-09-07,39,mindfulness,salt lake city
2025-09-14,71,mindfulness,salt lake city
2025-09-21,65,mindfulness,salt lake city
2025-09-28,72,mindfulness,salt lake city
2025-10-05,51,mindfulness,salt lake city
2025-10-12,84,mindfulness,salt lake city
2025-10-19,83,mindfulness,salt lake city
2025-10-26,55,mindfulness,salt lake city
2025-11-02,73,mindfulness,salt lake city
2025-11-09,85,mindfulness,salt lake city
2025-11-16,73,mindfulness,salt lake city
2025-11-23,54,mindfulness,salt lake city
2025-11-30,47,mindfulness,salt lake city
2025-12-07,58,mindfulness,salt lake city
2024-12-08,0,mindfulness,austin
2024-12-15,0,mindfulness,austin
2024-12-22,0,mindfulness,austin
2024-12-29,0,mindfulness,austin
2025-01-05,59,mindfulness,austin
2025-01-12,37,mindfulness,austin
2025-01-19,57,mindfulness,austin
2025-01-26,75,mindfulness,austin
2025-02-02,47,mindfulness,austin
2025-02-09,0,mindfulness,austin
2025-02-16,64,mindfulness,austin
2025-02-23,67,mindfulness,austin
2025-03-02,57,mindfulness,austin
2025-03-09,60,mindfulness,austin
2025-03-16,43,mindfulness,austin
2025-03-23,37,mindfulness,austin
2025-03-30,47,mindfulness,austin
2025-04-06,73,mindfulness,austin
2025-04-13,0,mindfulness,austin
2025-04-20,0,mindfulness,austin
2025-04-27,0,mindfulness,austin
2025-05-04,0,mindfulness,austin
2025-05-11,0,mindfulness,austin
2025-05-18,45,mindfulness,austin
2025-05-25,0,mindfulness,austin
2025-06-01,0,mindfulness,austin
2025-06-08,50,mindfulness,austin
2025-06-15,0,mindfulness,austin
2025-06-22,48,mindfulness,austin
2025-06-29,60,mindfulness,austin
2025-07-06,79,mindfulness,austin
2025-07-13,66,mindfulness,austin
2025-07-20,85,mindfulness,austin
2025-07-27,70,mindfulness,austin
2025-08-03,47,mindfulness,austin
2025-08-10,53,mindfulness,austin
2025-08-17,41,mindfulness,austin
2025-08-24,0,mindfulness,austin
2025-08-31,48,mindfulness,austin
2025-09-07,66,mindfulness,austin
2025-09-14,91,mindfulness,austin
2025-09-21,77,mindfulness,austin
2025-09-28,62,mindfulness,austin
2025-10-05,68,mindfulness,austin
2025-10-12,39,mindfulness,austin
2025-10-19,75,mindfulness,austin
2025-10-26,0,mindfulness,austin
2025-11-02,85,mindfulness,austin
2025-11-09,100,mindfulness,austin
2025-11-16,75,mindfulness,austin
2025-11-23,60,mindfulness,austin
2025-11-30,43,mindfulness,austin
2025-12-07,52,mindfulness,austin
2024-12-08,61,mindfulness,new jersey
2024-12-15,51,mindfulness,new jersey
2024-12-22,36,mindfulness,new jersey
2024-12-29,45,mindfulness,new jersey
2025-01-05,59,mindfulness,new jersey
2025-01-12,57,mindfulness,new jersey
2025-01-19,58,mindfulness,new jersey
2025-01-26,50,mindfulness,new jersey
2025-02-02,64,mindfulness,new jersey
2025-02-09,56,mindfulness,new jersey
2025-02-16,62,mindfulness,new jersey
2025-02-23,69,mindfulness,new jersey
2025-03-02,55,mindfulness,new jersey
2025-03-09,65,mindfulness,new jersey
2025-03-16,65,mindfulness,new jersey
2025-03-23,70,mindfulness,new jersey
2025-03-30,50,mindfulness,new jersey
2025-04-06,73,mindfulness,new jersey
2025-04-13,68,mindfulness,new jersey
2025-04-20,61,mindfulness,new jersey
2025-04-27,58,mindfulness,new jersey
2025-05-04,50,mindfulness,new jersey
2025-05-11,40,mindfulness,new jersey
2025-05-18,61,mindfulness,new jersey
2025-05-25,49,mindfulness,new jersey
2025-06-01,48,mindfulness,new jersey
2025-06-08,46,mindfulness,new jersey
2025-06-15,56,mindfulness,new jersey
2025-06-22,47,mindfulness,new jersey
2025-06-29,52,mindfulness,new jersey
2025-07-06,69,mindfulness,new jersey
2025-07-13,67,mindfulness,new jersey
2025-07-20,100,mindfulness,new jersey
2025-07-27,80,mindfulness,new jersey
2025-08-03,52,mindfulness,new jersey
2025-08-10,58,mindfulness,new jersey
2025-08-17,47,mindfulness,new jersey
2025-08-24,45,mindfulness,new jersey
2025-08-31,46,mindfulness,new jersey
2025-09-07,53,mindfulness,new jersey
2025-09-14,67,mindfulness,new jersey
2025-09-21,67,mindfulness,new jersey
2025-09-28,54,mindfulness,new jersey
2025-10-05,57,mindfulness,new jersey
2025-10-12,60,mindfulness,new jersey
2025-10-19,65,mindfulness,new jersey
2025-10-26,62,mindfulness,new jersey
2025-11-02,62,mindfulness,new jersey
2025-11-09,73,mindfulness,new jersey
2025-11-16,63,mindfulness,new jersey
2025-11-23,47,mindfulness,new jersey
2025-11-30,51,mindfulness,new jersey
2025-12-07,56,mindfulness,new jersey
2024-12-08,0,sound bath,chicago
2024-12-15,0,sound bath,chicago
2024-12-22,57,sound bath,chicago
2024-12-29,0,sound bath,chicago
2025-01-05,0,sound bath,chicago
2025-01-12,39,sound bath,chicago
2025-01-19,69,sound bath,chicago
2025-01-26,58,sound bath,chicago
2025-02-02,0,sound bath,chicago
2025-02-09,47,sound bath,chicago
2025-02-16,44,sound bath,chicago
2025-02-23,81,sound bath,chicago
2025-03-02,49,sound bath,chicago
