date,trend_score,keyword,region
2025-03-09,49,sound bath,chicago
2025-03-16,48,sound bath,chicago
2025-03-23,100,sound bath,chicago
2025-03-30,64,sound bath,chicago
2025-04-06,59,sound bath,chicago
2025-04-13,38,sound bath,chicago
2025-04-20,36,sound bath,chicago
2025-04-27,0,sound bath,chicago
2025-05-04,0,sound bath,chicago
2025-05-11,52,sound bath,chicago
2025-05-18,42,sound bath,chicago
2025-05-25,48,sound bath,chicago
2025-06-01,53,sound bath,chicago
2025-06-08,0,sound bath,chicago
2025-06-15,0,sound bath,chicago
2025-06-22,60,sound bath,chicago
2025-06-29,0,sound bath,chicago
2025-07-06,55,sound bath,chicago
2025-07-13,51,sound bath,chicago
